ImageId,EncodedPixels
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 61607 8 62124 12 62643 14 63162 14 63680 16 63703 2 63706 1 64199 18 64718 20 65237 21 65755 22 66274 23 66793 23 67312 23 67831 24 68350 24 68869 25 69389 24 69908 25 70427 26 70946 26 71465 27 71985 26 72504 27 73023 27 73543 27 74062 27 74581 27 75101 26 75621 25 76140 24 76660 23 77180 22 77699 22 78218 21 78738 20 79258 18 79778 17 80298 15 80819 13 81340 9
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 46048 6 46565 11 47083 16 47601 18 48119 20 48637 22 49155 24 49673 25 50192 26 50710 27 51229 28 51748 28 52267 28 52786 28 53305 28 53825 27 54344 27 54864 26 55383 26 55903 25 56422 25 56942 24 57462 23 57981 22 58501 21 59020 21 59541 19 60066 13 60586 12 61105 11 61624 10 62143 10 62663 8 63184 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 10634 6 11150 11 11668 14 12186 15 12703 18 13222 18 13740 19 14258 20 14777 20 15295 21 15814 21 16333 20 16852 20 17371 20 17890 21 18409 20 18928 20 19447 20 19966 19 20485 18 21005 16 21528 10
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 75913 6 76432 11 76951 15 77470 17 77989 19 78508 19 79027 20 79546 20 80065 21 80584 22 81103 22 81622 23 82141 23 82662 20 83185 12
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 321 15 839 17 1357 19 1876 19 2394 20 2913 20 3432 20 3950 20 4469 20 4988 20 5507 20 6026 20 6545 20 7064 20 7583 20 8102 19 8622 17 9141 16 9661 13 10180 9 10701 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 41778 13 42294 18 42811 22 43329 24 43847 26 44365 28 44883 30 45402 30 45920 32 46439 33 46958 34 47477 35 47996 36 48515 36 49034 37 49553 37 50072 37 50591 37 51110 37 51629 37 52148 37 52667 37 53186 37 53705 37 54224 37 54743 37 55262 37 55782 36 56301 35 56821 34 57341 32 57860 31 58380 27 58900 21 58923 1 59421 17 59942 12
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 33684 5 34202 7 34721 8 35239 10 35758 10 36277 11 36797 11 37316 11 37836 10 38356 10 38876 10 39396 9 39916 9 40435 9 40956 7 41476 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 36850 3 37369 3 37888 3 38407 3 38926 2 39445 2 39964 2 40483 2 41002 2 41521 2 42040 2 42559 2 43078 2 43091 1 43597 2 43610 1 44116 2 44635 2 45154 2 45673 2 46192 2 46711 2 47230 2 47749 2 48268 2 48279 1 48787 2 49306 3 49825 3 49835 1 50345 2 50864 4 50871 1 51384 6
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 33857 2 34373 8 34891 9 35409 11 35927 13 36444 15 36962 16 37480 17 37999 17 38517 18 39036 18 39554 19 40073 19 40592 19 41111 19 41630 19 42149 19 42668 19 43187 18 43706 18 44225 18 44745 16 45264 16 45783 15 46302 15 46821 14 47341 13 47860 12 48380 10 48900 8 49419 7
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 49920 5 50438 7 50957 8 51475 10 51994 11 52512 12 53031 12 53550 12 54068 14 54587 14 55106 14 55625 15 56143 15 56662 15 57181 15 57700 15 58219 15 58738 15 59257 15 59776 15 60295 15 60814 15 61333 14 61852 14 62371 14 62890 14 63409 14 63928 14 64447 14 64966 14 65485 14 66004 14 66523 13 67042 13 67561 13 68080 13 68599 13 69118 13 69637 13 70156 13 70675 13 71195 12 71714 12 72233 12 72752 12 73271 12 73790 11 74310 10 74830 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 759 7 1277 12 1796 15 2315 17 2835 18 3355 18 3875 19 4394 20 4914 20 5434 20 5954 19 6475 16 6995 14 7516 12 8037 9 8559 6
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 188 30 706 32 1225 32 1744 32 2263 32 2782 32 3301 32 3820 32 4339 32 4860 29 5381 27 5902 24 6424 19 6949 11
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 42611 4 43127 9 43644 13 44163 13 44682 14 45201 14 45719 15 46238 15 46757 14 47275 15 47794 14 48313 14 48832 13 49351 12 49870 12 50390 9
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 43232 5 43750 7 44267 8 44785 10 45303 11 45822 11 46340 12 46859 12 47378 12 47897 12 48415 13 48934 13 49454 12 49973 12 50492 12 51011 12 51530 11 52050 10 52569 10 53090 7 53610 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 71689 3 72206 8 72724 10 73243 11 73762 12 74280 13 74798 15 75317 15 75836 15 76355 16 76874 16 77392 18 77912 17 78431 18 78950 18 79469 18 79988 18 80507 18 81026 18 81545 18 82064 18 82585 16
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 27157 6 27675 8 28194 7 28713 7 29232 7 29751 7 30270 7 30789 6 31308 6 31827 6 32347 5 32866 5 33385 5 33904 5 34423 5 34942 5 35462 4 35981 4 36500 4 37019 4 37538 4 38057 4 38576 4 39095 4 39615 3 40134 3 40653 4 41172 4 41692 3 42212 2 42222 1 42732 2 42739 3 43252 8 43772 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 19831 7 20349 9 20868 9 21386 11 21905 11 22424 11 22943 12 23463 10 23982 10 24501 10 25022 6
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 32174 5 32692 6 33211 6 33729 7 34248 7 34767 7 35286 7 35806 6 36325 6 36844 6 37364 5 37884 4 38403 4 38923 3
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 7984 1 7986 4 8502 9 9020 11 9537 13 10055 15 10572 18 11090 19 11608 21 12126 22 12644 23 13162 25 13680 26 14198 27 14716 29 15235 29 15753 30 16271 32 16790 32 17308 33 17826 34 18345 34 18864 35 19383 35 19901 36 20420 36 20939 36 21458 37 21977 37 22496 38 22535 3 23015 42 23534 41 24053 41 24571 42 25090 42 25609 42 26128 41 26647 41 27165 42 27683 43 28201 44 28720 44 29239 44 29758 45 30277 45 30795 46 31314 46 31833 17 31851 28 32352 18 32371 27 32871 18 32890 27 33390 18 33410 26 33909 15 33930 23 34428 15 34450 21 34947 15 34969 20 35466 15 35488 19 35985 16 36007 19 36504 15 36527 17 37023 14 37047 15 37542 14 37567 12 38061 14 38086 11 38580 14 38604 12 39099 14 39124 9 39618 13 39645 6 40137 12 40167 1 40657 11 41176 11 41695 11 42214 8 42734 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 65154 3 65673 3 66191 6 66202 8 66711 5 66717 15 67230 23 67749 24 68267 25 68786 25 69306 24 69825 23 70344 23 70863 21 71381 21 71900 20 72419 19 72938 19 73457 19 73976 19 74495 19 75014 19 75533 19 76052 19 76572 18 77091 18 77611 17 78131 16 78650 15 79170 14 79690 13 80210 11 80731 8 81252 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 17353 10 17871 12 18389 13 18907 14 19426 14 19944 15 20463 15 20982 15 21500 16 22019 16 22538 16 23057 16 23575 17 24094 17 24613 17 25132 17 25651 17 26169 17 26688 17 27207 17 27726 17 28245 17 28764 17 29283 16 29803 15 30322 15 30841 14 31360 8 31879 6 32399 4 32920 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 8158 6 8676 9 9194 12 9713 13 10232 15 10751 15 11270 16 11790 16 12309 16 12829 15 13348 15 13867 14 14386 13 14906 11 15425 10 15945 7 16464 7 16983 7 17502 6 18021 6 18541 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 25730 1 27287 1 27806 1 28325 1 28844 1 29363 2 29882 15 30401 16 30920 16 31439 17 31958 17 32477 17 32996 17 33514 19 34033 19 34552 19 35070 20 35588 20 36106 21 36625 21 37143 22 37662 21 38181 21 38700 21 39219 21 39738 19 40257 16 40776 15 41295 14 41815 10 42337 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 11537 10 12056 12 12575 13 13094 13 13613 14 14132 15 14651 15 15170 16 15689 16 16208 17 16727 18 17246 18 17765 19 18284 19 18803 20 19322 20 19841 20 20360 21 20879 21 21399 20 21919 20 22438 20 22957 21 23476 21 23996 20 24515 20 25034 21 25553 21 26073 20 26592 20 27112 20 27631 20 28150 20 28670 19 29190 18 29710 17 30229 17 30749 16 31268 16 31787 16 32307 15 32826 14 33346 13 33866 12 34387 8 34910 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 24 11 542 13 1061 13 1580 13 2099 1 2109 3 2629 2 3148 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 18710 4 19227 7 19746 9 20263 13 20277 1 20782 19 21301 21 21819 23 22338 24 22857 24 23376 24 23895 24 24414 24 24933 23 25452 23 25971 23 26491 22 27010 22 27535 15 28057 12 28576 1 28578 9 29095 10 29615 8 30136 2 30656 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 38432 5 38954 4 39474 4 39994 3 40502 1 40514 2 41021 1 41033 2 41539 2 41553 1 42058 1 42072 1 42577 1 42592 1 43096 1 43111 1 43615 1 44133 2 44652 1 45171 2 45690 2 46209 1 46728 1 47767 1 48286 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 52832 8 53349 11 53866 13 54384 14 54902 15 55421 14 55940 13 56460 12 56979 12 57499 11 58019 10 58540 8 59063 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 64087 5 64100 9 64606 7 64617 12 65124 24 65642 25 66160 26 66679 26 67197 27 67716 28 68235 28 68753 29 69272 29 69791 29 70310 28 70829 28 71347 30 71867 28 72386 28 72906 28 73425 28 73945 27 74465 5 74473 18 74985 1 74992 18 75510 19 76029 19 76547 20 77066 20 77585 20 78103 19 78616 2 78619 2 78622 18 79135 2 79138 19 79654 20 80173 6 80180 9 80694 1 80701 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 28036 1 28554 1 33242 1 33761 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 2100 9 2619 10 3138 10 3656 12 4175 12 4694 12 5213 12 5732 12 6250 13 6768 14 7286 16 7805 16 8324 16 8843 17 9362 17 9882 16 10401 16 10921 15 11441 14 11963 11 12483 10 13003 8 13523 6
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 19868 8 20387 9 20906 10 21424 12 21943 13 22462 14 22981 14 23500 14 24020 14 24539 14 25058 14 25577 14 26097 13 26616 13 27135 13 27654 13 28173 13 28693 11 29212 11 29731 11 30251 3 30256 5 30777 2 31297 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 49609 7 50127 9 50646 10 51164 11 51683 11 52202 12 52721 12 53240 12 53759 13 54278 13 54797 13 55316 15 55332 4 55836 19 56355 20 56874 20 57393 20 57912 19 58432 18 58951 18 59471 15 59990 15 60509 15 61029 14 61548 14 62068 13 62587 14 63107 14 63626 14 64146 14 64665 14 65185 14 65705 13 66227 10 66747 9 67267 8 67787 6 68307 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 18466 4 18984 7 19502 10 20021 11 20539 13 21058 13 21577 14 22096 14 22616 13 23135 14 23654 14 24173 14 24692 14 25211 14 25731 13 26249 14 26768 15 27288 14 27807 14 28326 14 28845 14 29365 13
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 891 24 1410 24 1930 23 2451 21 2972 18 3494 11
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 8571 7 9089 10 9607 12 10126 13 10645 14 11164 14 11683 15 12202 16 12721 16 13240 16 13759 16 14278 16 14798 15 15317 15 15836 16 16356 15 16875 15 17395 15 17914 15 18434 14 18953 14 19472 14 19992 13 20511 12 21031 10 21551 7
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 19528 8 20045 12 20563 14 21081 16 21600 18 22118 20 22636 22 23155 23 23673 24 24192 24 24710 25 25229 25 25748 25 26267 25 26786 25 27305 24 27825 22 28344 22 28864 21 29384 19 29903 18 30423 17 30943 11
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 46417 6 46933 11 47451 12 47970 12 48489 12 49008 12 49527 11 50047 9 50567 6
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 60551 7 61069 9 61587 10 62106 12 62624 13 63143 13 63661 14 64180 14 64698 15 65215 17 65733 18 66252 17 66770 18 67289 18 67808 18 68327 18 68846 18 69365 18 69884 19 70403 19 70922 19 71442 19 71961 19 72480 19 72999 19 73519 18 74038 18 74558 16 75077 15 75598 11 76119 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 27005 2 27518 17 28037 20 28555 21 28577 1 29073 22 29592 20 30110 21 30629 21 31148 21 31667 20 32185 20 32704 20 33222 20 33741 20 34260 20 34778 20 35297 20 35816 20 36334 21 36853 20 37372 20 37891 19 37911 1 38410 16 38427 2 38430 2 38928 14 38943 2 38946 8 39447 14 39465 9 39966 13 39984 10 40485 12 40503 11 41004 12 41022 11 41523 12 41541 12 42042 12 42059 13 42561 12 42578 14 43080 11 43097 14 43599 11 43616 15 44118 11 44135 15 44637 12 44653 16 45156 11 45173 15 45675 11 45692 15 46194 11 46210 17 46713 11 46729 18 47232 11 47248 4 47264 2 47751 10 47768 3 47784 1 48270 9 48287 3 48303 1 48789 9 48806 3 48822 2 49309 8 49325 3 49341 2 49828 7 49844 3 50347 7 50363 3 50381 1 50868 3 50882 3 51402 2 51921 2 52441 2 52960 3 53480 3 53999 4 54519 3 55039 3 55558 3 56078 2 56597 3 57117 2 57637 1 59717 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 54035 9 54553 11 55071 12 55089 7 55589 15 55606 9 56108 13 56122 1 56124 10 56627 13 56643 10 57146 13 57162 10 57665 26 58184 26 58703 26 59222 26 59741 26 60261 25 60781 24 61301 22 61822 20 62341 20 62861 19 63380 17 63901 12
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 54622 6 55140 10 55658 12 56177 15 56696 15 57215 16 57734 17 58253 18 58772 18 59292 18 59811 18 60331 18 60852 15 61373 11 61385 1 61897 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 22693 4 23211 6 23730 6 24249 7 24768 6 25287 6 25806 6 26328 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 10664 4 11181 6 11700 7 12219 7 12738 7 13257 7 13776 7 14296 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 45630 11 46147 14 46663 18 47180 21 47698 23 48216 24 48735 25 49254 25 49773 25 50292 24 50810 25 51329 24 51848 24 52367 24 52886 24 53405 23 53925 22 54444 21 54963 21 55482 20 56002 17 56522 11 57042 8 57561 7 58081 5 58603 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 59649 5 60166 8 60684 9 61201 12 61719 14 62238 14 62757 14 63275 16 63794 16 64314 16 64833 16 65352 16 65872 15 66392 13 66912 11 67432 8
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 62848 6 63367 7 63886 7 64405 8 64924 8 65442 10 65961 11 66480 12 66999 13 67518 14 68037 14 68556 15 69075 15 69594 15 70113 15 70632 15 71152 14 71671 14 72190 13 72710 12 73230 10 73750 8
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 74011 2 74530 2 75050 1 78168 7 78687 8 79206 9 79724 12 80242 13 80760 15 81277 18 81795 19 82314 19 82835 2 82842 10 83364 6
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 10953 2 11470 7 11988 9 12507 10 13026 10 13545 11 14065 10 14584 10 15103 10 15624 8
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 56387 3 56905 5 57423 6 57942 6 58461 6 58980 7 59499 7 60018 7 60537 8 61055 9 61575 8 62094 8 62613 8 63133 6 63652 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d, 47252 12 47771 13 48290 13 48809 13 49328 13 49847 15 50366 15 50885 17 51404 17 51923 18 52443 17 52963 16 53483 16 54003 15 54522 16 55042 16 55561 16 56080 17 56600 16 57119 16 57638 16 58157 16 58677 15 59197 13 59718 11 60239 8
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 8531 3 8918 11 9307 13 9696 15 10085 17 10475 17 10865 18 11255 18 11645 18 12035 17 12425 17 12816 15 13207 14 13598 12 13990 8
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 43607 4 43996 6 44385 8 44775 8 45164 10 45554 10 45944 10 46334 10 46724 10 47115 9 47505 8 47895 7 48287 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 69139 4 69525 10 69914 12 70303 13 70693 14 71083 14 71473 14 71863 14 72254 12 72644 12 73035 10 73427 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 30746 4 31135 7 31525 9 31915 10 32305 11 32696 11 33086 11 33476 12 33866 12 34257 11 34649 8 35041 6 35432 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 48590 5 48979 8 49368 12 49758 14 50147 15 50537 16 50927 17 51317 17 51707 17 52097 17 52488 16 52878 16 53269 15 53659 15 54049 14 54440 13 54831 11 55222 10 55614 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 40114 3 40502 6 40891 8 41280 9 41670 9 42059 10 42449 10 42838 11 43228 10 43618 10 44008 9 44398 9 44788 8 45178 7 45569 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 53947 7 54336 10 54726 10 55116 11 55506 12 55896 12 56286 13 56676 13 57066 14 57456 14 57846 14 58236 14 58626 14 59016 14 59407 13 59797 12 60187 11 60578 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 345 22 374 2 734 18 1122 20 1512 20 1902 20 2289 23 2676 26 3065 27 3455 27 3845 27 3877 4 4235 23 4265 4 4271 1 4625 22 5016 22 5408 22 5800 20 6193 17 6588 11 6982 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 66534 6 66922 9 67311 10 67701 10 68091 10 68480 11 68870 11 69260 11 69650 11 70040 11 70430 10 70820 10 71210 10 71600 10 71990 10 72380 10 72770 10 73161 8 73552 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 73130 6 73514 13 73902 16 74292 17 74681 18 75070 19 75460 19 75849 20 76239 21 76629 22 77019 22 77410 21 77800 21 78191 19 78583 15 78976 10
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 49303 6 49691 11 50080 14 50469 16 50859 18 51249 18 51638 19 52028 20 52418 20 52808 20 53198 20 53588 20 53978 20 54368 20 54758 20 55149 19 55539 19 55929 19 56320 17 56710 17 57101 15 57491 14 57883 11 58274 10 58666 7 59057 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 55601 7 55990 10 56379 12 56768 13 57158 14 57548 15 57937 16 58327 17 58717 17 59107 17 59498 16 59888 16 60278 15 60669 14 61061 1 61065 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 42379 4 42768 7 43143 8 43157 9 43533 10 43546 10 43923 11 43935 12 44312 25 44702 25 45092 25 45482 24 45872 21 46262 20 46652 20 47042 21 47433 21 47823 21 48213 22 48604 21 48995 20 49386 19 49777 18 50168 16 50559 15 50949 15 51340 13 51733 8 52126 1 52128 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 62270 1 62656 7 63045 8 63435 9 63825 9 64215 9 64605 9 64995 9 65385 9 65775 9 66165 9 66556 8 66946 7 67337 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 52454 1 52840 8 53229 12 53619 13 54009 15 54399 16 54788 18 55178 19 55568 19 55958 20 56348 20 56738 20 57128 21 57518 22 57908 22 58298 23 58688 23 59078 23 59468 23 59858 22 60249 21 60639 20 61029 20 61420 18 61811 16 62203 12 62596 7
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 55247 4 55635 9 56025 9 56415 10 56805 10 57195 10 57585 10 57975 10 58365 10 58755 10 59146 9 59538 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 75832 6 76220 9 76608 11 76998 11 77387 12 77777 12 78166 13 78555 14 78945 13 79335 13 79724 13 80115 12 80505 11 80896 9 81289 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 26000 8 26389 11 26778 14 27168 16 27557 18 27946 20 28336 21 28726 21 29116 21 29507 20 29897 20 30288 19 30679 17 31070 16 31461 14 31852 12 32243 10 32635 7 33028 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 42217 5 42606 8 42995 10 43384 12 43773 14 44163 14 44553 14 44942 15 45332 15 45722 15 46113 13 46503 12 46894 10 47285 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 64532 13 64921 16 65311 16 65701 16 66091 16 66481 15 66871 13 67261 11 67652 7
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 32612 4 33000 7 33389 8 33779 8 34168 9 34558 9 34948 9 35339 7 35729 6 36121 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 67613 1 68001 6 68390 9 68779 12 69168 14 69558 16 69948 21 70338 22 70728 23 71118 23 71508 24 71898 24 72288 23 72679 22 73070 21 73461 19 73855 15 74247 12 74638 9
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 75412 3 75799 13 76189 14 76579 15 76969 16 77359 16 77751 13 78141 13 78532 11 78923 9 79315 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 62221 14 62609 19 62999 20 63388 21 63778 22 64168 21 64558 21 64948 20 65338 20 65729 19 66119 19 66509 20 66899 20 67290 19 67681 17 68072 15 68463 10
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 39946 2 40334 5 40723 7 41113 7 41502 8 41892 8 42283 7 42673 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 57052 6 57440 11 57830 12 58219 14 58609 14 58999 15 59389 15 59779 15 60169 15 60558 16 60948 16 61338 16 61728 16 62118 16 62507 17 62897 17 63286 19 63676 20 64066 20 64456 20 64846 20 65236 10 65247 9 65627 6 65638 8 66019 3 66029 7
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 50594 8 50984 13 51374 14 51763 16 52153 16 52543 17 52934 16 53324 16 53715 15 54105 15 54496 13 54887 10 55281 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 56267 1 56657 1 57046 2 57428 1 57436 2 57818 10 58207 11 58597 10 58987 10 59378 9 59768 8 60159 6 60550 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 35409 4 35798 6 36187 7 36577 8 36967 8 37357 8 37747 8 38137 8 38527 8 38917 9 39307 9 39697 8 40088 7 40479 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 25416 1 25784 3 25806 2 26173 4 26195 3 26563 4 26585 3 26953 25 27343 25 27734 23 28125 21 28517 18 28909 16 29298 16 29688 16 30077 16 30467 15 30857 15 31247 13 31637 12 32028 9
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 42975 5 43364 8 43753 10 44142 12 44532 13 44921 15 45311 16 45701 16 46091 17 46481 17 46871 17 47261 17 47652 16 48043 14 48434 13 48825 10
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 49587 6 49975 9 50364 10 50754 11 51143 12 51533 12 51923 12 52313 12 52703 12 53093 12 53484 11 53874 11 54264 11 54655 10 55046 9 55437 7 55829 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 35442 2 35831 4 36220 6 36609 7 36999 7 37388 8 37778 8 38169 7 38559 7 38950 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 20204 6 20217 3 20593 8 20607 4 20982 10 20997 4 21372 11 21387 4 21762 11 21778 3 22152 12 22541 13 22931 13 23320 14 23708 17 24098 18 24487 20 24877 21 25267 22 25657 23 26047 23 26437 24 26828 22 27219 21 27609 20 28001 16 28393 12 28787 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 34791 10 35183 11 35567 1 35573 13 35957 1 35963 14 36346 22 36736 23 37126 23 37517 23 37907 23 38299 20 38691 16 39082 12
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 55238 2 55625 7 56014 9 56403 12 56793 12 57182 13 57572 13 57962 13 58352 13 58742 13 59132 13 59522 13 59912 13 60302 12 60692 10 61083 7
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 66082 3 66471 4 66860 6 67250 7 67640 7 68030 7 68420 8 68809 9 69199 9 69589 10 69979 10 70370 9 70759 10 71150 10 71539 11 71930 10 72321 9 72711 9 73102 8 73492 7 73882 7 74272 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 39838 4 40226 8 40616 9 41005 11 41395 11 41785 12 42175 12 42565 12 42954 13 43344 13 43735 12 44125 11 44516 9 44906 8 45299 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac, 64437 8 64827 9 65216 10 65606 10 65996 10 66386 11 66776 11 67167 9 67558 7
